"flightNumber","departureDate","requestDate","origin","destination","pmin","priceChangeRel","priceChangeAbs","pr","pcm","priceChangeRelBoolean","priceChangeAbsBoolean"
"LX316",2016-06-19,2016-06-04,"ZRH","LHR",111,1,1.23333333333333,2,90,0,1
"LX316",2016-06-19,2016-06-05,"ZRH","LHR",111,1,1.23333333333333,2,90,0,1
"LX316",2016-06-19,2016-06-06,"ZRH","LHR",111,1,1.23333333333333,2,90,0,1
"LX316",2016-06-19,2016-06-07,"ZRH","LHR",111,1,1.23333333333333,2,90,0,1
"LX316",2016-06-19,2016-06-08,"ZRH","LHR",111,1,1.23333333333333,2,90,0,1
"LX316",2016-06-19,2016-06-09,"ZRH","LHR",111,1,1.23333333333333,2,90,0,1
"LX316",2016-06-19,2016-06-10,"ZRH","LHR",111,1,1.23333333333333,2,90,0,1
"LX316",2016-06-19,2016-06-11,"ZRH","LHR",111,1,1.23333333333333,2,90,0,1
"LX316",2016-06-19,2016-06-12,"ZRH","LHR",123.12,1.10918918918919,1.368,3,90,1,1
"LX316",2016-06-19,2016-06-13,"ZRH","LHR",152.28,1.23684210526316,1.692,4,90,1,1
"LX316",2016-06-19,2016-06-14,"ZRH","LHR",152.28,1,1.692,4,90,0,1
"LX316",2016-06-19,2016-06-15,"ZRH","LHR",152.28,1,1.692,4,90,0,1
"LX316",2016-06-19,2016-06-16,"ZRH","LHR",154.83,1.01674546887313,1.72033333333333,5,90,1,1
"LX316",2016-06-19,2016-06-17,"ZRH","LHR",175.52,1.13363043337854,1.95022222222222,6,90,1,1
"LX316",2016-06-19,2016-06-18,"ZRH","LHR",180.4,1.0278030993619,2.00444444444444,7,90,1,1
"LX316",2016-06-20,2016-05-23,"ZRH","LHR",208.9,1,1,4,208.9,0,0
"LX316",2016-06-20,2016-05-24,"ZRH","LHR",208.9,1,1,4,208.9,0,0
"LX316",2016-06-20,2016-05-25,"ZRH","LHR",208.9,1,1,4,208.9,0,0
"LX316",2016-06-20,2016-05-26,"ZRH","LHR",213.3,1.02106270943035,1.02106270943035,5,208.9,1,1
"LX316",2016-06-20,2016-05-27,"ZRH","LHR",237.98,1.11570557899672,1.13920536141695,7,208.9,1,1
"LX316",2016-06-20,2016-05-28,"ZRH","LHR",208.9,0.877804857551055,1,4,208.9,-1,0
"LX316",2016-06-20,2016-05-29,"ZRH","LHR",208.9,1,1,4,208.9,0,0
"LX316",2016-06-20,2016-05-30,"ZRH","LHR",208.9,1,1,4,208.9,0,0
"LX316",2016-06-20,2016-05-31,"ZRH","LHR",208.9,1,1,4,208.9,0,0
"LX316",2016-06-20,2016-06-01,"ZRH","LHR",175.92,0.842125418860699,0.842125418860699,1,175.92,-1,-1
"LX316",2016-06-20,2016-06-02,"ZRH","LHR",179.27,1.01904274670305,0.85816179990426,2,175.92,1,-1
"LX316",2016-06-20,2016-06-03,"ZRH","LHR",208.4,1.16249233000502,0.997606510292006,3,175.92,1,-1
"LX316",2016-06-20,2016-06-04,"ZRH","LHR",208.4,1,0.997606510292006,3,175.92,0,-1
"LX316",2016-06-20,2016-06-05,"ZRH","LHR",208.4,1,0.997606510292006,3,175.92,0,-1
"LX316",2016-06-20,2016-06-06,"ZRH","LHR",175.92,0.844145873320537,0.842125418860699,1,175.92,-1,-1
"LX316",2016-06-20,2016-06-07,"ZRH","LHR",208.4,1.18462937698954,0.997606510292006,3,175.92,1,-1
"LX316",2016-06-20,2016-06-08,"ZRH","LHR",208.4,1,0.997606510292006,3,175.92,0,-1
"LX316",2016-06-20,2016-06-09,"ZRH","LHR",208.9,1.00239923224568,1,4,175.92,1,0
"LX316",2016-06-20,2016-06-10,"ZRH","LHR",237.4,1.13642891335567,1.13642891335567,6,175.92,1,1
"LX316",2016-06-20,2016-06-11,"ZRH","LHR",208.4,0.877843302443134,0.997606510292006,3,175.92,-1,-1
"LX316",2016-06-20,2016-06-12,"ZRH","LHR",208.4,1,0.997606510292006,3,175.92,0,-1
"LX316",2016-06-20,2016-06-13,"ZRH","LHR",208.4,1,0.997606510292006,3,175.92,0,-1
"LX316",2016-06-20,2016-06-14,"ZRH","LHR",208.4,1,0.997606510292006,3,175.92,0,-1
"LX316",2016-06-20,2016-06-15,"ZRH","LHR",237.4,1.13915547024952,1.13642891335567,6,175.92,1,1
"LX316",2016-06-20,2016-06-16,"ZRH","LHR",237.4,1,1.13642891335567,6,175.92,0,1
"LX316",2016-06-20,2016-06-17,"ZRH","LHR",256.71,1.08133951137321,1.22886548587841,8,175.92,1,1
"LX316",2016-06-20,2016-06-18,"ZRH","LHR",263.3,1.02567099061197,1.26041168022978,9,175.92,1,1
"LX316",2016-06-20,2016-06-19,"ZRH","LHR",256.71,0.974971515381694,1.22886548587841,8,175.92,-1,1
"LX316",2016-06-21,2016-05-24,"ZRH","LHR",152.63,1,1,2,152.63,0,0
"LX316",2016-06-21,2016-05-25,"ZRH","LHR",152.63,1,1,2,152.63,0,0
"LX316",2016-06-21,2016-05-26,"ZRH","LHR",152.63,1,1,2,152.63,0,0
"LX316",2016-06-21,2016-05-27,"ZRH","LHR",152.63,1,1,2,152.63,0,0
"LX316",2016-06-21,2016-05-28,"ZRH","LHR",152.63,1,1,2,152.63,0,0
"LX316",2016-06-21,2016-05-29,"ZRH","LHR",152.63,1,1,2,152.63,0,0
"LX316",2016-06-21,2016-05-30,"ZRH","LHR",152.63,1,1,2,152.63,0,0
"LX316",2016-06-21,2016-05-31,"ZRH","LHR",152.28,0.997706872829719,0.997706872829719,1,152.28,-1,-1
"LX316",2016-06-21,2016-06-01,"ZRH","LHR",152.28,1,0.997706872829719,1,152.28,0,-1
"LX316",2016-06-21,2016-06-02,"ZRH","LHR",152.28,1,0.997706872829719,1,152.28,0,-1
"LX316",2016-06-21,2016-06-03,"ZRH","LHR",152.28,1,0.997706872829719,1,152.28,0,-1
"LX316",2016-06-21,2016-06-04,"ZRH","LHR",152.28,1,0.997706872829719,1,152.28,0,-1
"LX316",2016-06-21,2016-06-05,"ZRH","LHR",152.28,1,0.997706872829719,1,152.28,0,-1
"LX316",2016-06-21,2016-06-06,"ZRH","LHR",152.28,1,0.997706872829719,1,152.28,0,-1
"LX316",2016-06-21,2016-06-07,"ZRH","LHR",175.52,1.15261360651432,1.14997051693638,3,152.28,1,1
"LX316",2016-06-21,2016-06-08,"ZRH","LHR",175.52,1,1.14997051693638,3,152.28,0,1
"LX316",2016-06-21,2016-06-09,"ZRH","LHR",175.52,1,1.14997051693638,3,152.28,0,1
"LX316",2016-06-21,2016-06-10,"ZRH","LHR",175.52,1,1.14997051693638,3,152.28,0,1
"LX316",2016-06-21,2016-06-11,"ZRH","LHR",175.52,1,1.14997051693638,3,152.28,0,1
"LX316",2016-06-21,2016-06-12,"ZRH","LHR",175.52,1,1.14997051693638,3,152.28,0,1
"LX316",2016-06-21,2016-06-13,"ZRH","LHR",175.52,1,1.14997051693638,3,152.28,0,1
"LX316",2016-06-21,2016-06-14,"ZRH","LHR",175.52,1,1.14997051693638,3,152.28,0,1
"LX316",2016-06-21,2016-06-15,"ZRH","LHR",196.92,1.12192342752963,1.29017886391928,4,152.28,1,1
"LX316",2016-06-21,2016-06-16,"ZRH","LHR",208.4,1.0582977859029,1.3653934351045,5,152.28,1,1
"LX316",2016-06-21,2016-06-17,"ZRH","LHR",208.4,1,1.3653934351045,5,152.28,0,1
"LX316",2016-06-21,2016-06-18,"ZRH","LHR",215.62,1.03464491362764,1.41269737273144,6,152.28,1,1
"LX316",2016-06-21,2016-06-19,"ZRH","LHR",247.39,1.14734254707356,1.62084780187381,7,152.28,1,1
"LX316",2016-06-21,2016-06-20,"ZRH","LHR",256.71,1.03767330934961,1.68191050252244,8,152.28,1,1
"LX316",2016-06-22,2016-05-25,"ZRH","LHR",175.92,1,1,4,175.92,0,0
"LX316",2016-06-22,2016-05-26,"ZRH","LHR",175.92,1,1,4,175.92,0,0
"LX316",2016-06-22,2016-05-27,"ZRH","LHR",179.3,1.01921327876307,1.01921327876307,5,175.92,1,1
"LX316",2016-06-22,2016-05-28,"ZRH","LHR",175.92,0.981148912437256,1,4,175.92,-1,0
"LX316",2016-06-22,2016-05-29,"ZRH","LHR",175.92,1,1,4,175.92,0,0
"LX316",2016-06-22,2016-05-30,"ZRH","LHR",179.3,1.01921327876307,1.01921327876307,5,175.92,1,1
"LX316",2016-06-22,2016-05-31,"ZRH","LHR",174.92,0.975571667596207,0.994315597999091,2,174.92,-1,-1
"LX316",2016-06-22,2016-06-01,"ZRH","LHR",155.3,0.887834438600503,0.882787630741246,1,155.3,-1,-1
"LX316",2016-06-22,2016-06-02,"ZRH","LHR",155.3,1,0.882787630741246,1,155.3,0,-1
"LX316",2016-06-22,2016-06-03,"ZRH","LHR",155.3,1,0.882787630741246,1,155.3,0,-1
"LX316",2016-06-22,2016-06-04,"ZRH","LHR",175.52,1.130199613651,0.997726239199636,3,155.3,1,-1
"LX316",2016-06-22,2016-06-05,"ZRH","LHR",175.52,1,0.997726239199636,3,155.3,0,-1
"LX316",2016-06-22,2016-06-06,"ZRH","LHR",155.3,0.884799453053783,0.882787630741246,1,155.3,-1,-1
"LX316",2016-06-22,2016-06-07,"ZRH","LHR",155.3,1,0.882787630741246,1,155.3,0,-1
"LX316",2016-06-22,2016-06-08,"ZRH","LHR",175.52,1.130199613651,0.997726239199636,3,155.3,1,-1
"LX316",2016-06-22,2016-06-09,"ZRH","LHR",175.52,1,0.997726239199636,3,155.3,0,-1
"LX316",2016-06-22,2016-06-10,"ZRH","LHR",175.52,1,0.997726239199636,3,155.3,0,-1
"LX316",2016-06-22,2016-06-11,"ZRH","LHR",175.52,1,0.997726239199636,3,155.3,0,-1
"LX316",2016-06-22,2016-06-12,"ZRH","LHR",175.52,1,0.997726239199636,3,155.3,0,-1
"LX316",2016-06-22,2016-06-13,"ZRH","LHR",175.52,1,0.997726239199636,3,155.3,0,-1
"LX316",2016-06-22,2016-06-14,"ZRH","LHR",175.52,1,0.997726239199636,3,155.3,0,-1
"LX316",2016-06-22,2016-06-15,"ZRH","LHR",195,1.11098450319052,1.10845839017735,6,155.3,1,1
"LX316",2016-06-22,2016-06-16,"ZRH","LHR",208.4,1.06871794871795,1.18462937698954,7,155.3,1,1
"LX316",2016-06-22,2016-06-17,"ZRH","LHR",213.3,1.02351247600768,1.212482946794,8,155.3,1,1
"LX316",2016-06-22,2016-06-18,"ZRH","LHR",213.3,1,1.212482946794,8,155.3,0,1
"LX316",2016-06-22,2016-06-19,"ZRH","LHR",237.4,1.11298640412564,1.34947703501592,9,155.3,1,1
"LX316",2016-06-22,2016-06-20,"ZRH","LHR",237.4,1,1.34947703501592,9,155.3,0,1
"LX316",2016-06-22,2016-06-21,"ZRH","LHR",263.3,1.10909856781803,1.49670304683947,10,155.3,1,1
"LX316",2016-06-23,2016-05-26,"ZRH","LHR",208.9,1,1,6,208.9,0,0
"LX316",2016-06-23,2016-05-27,"ZRH","LHR",208.9,1,1,6,208.9,0,0
"LX316",2016-06-23,2016-05-28,"ZRH","LHR",208.9,1,1,6,208.9,0,0
"LX316",2016-06-23,2016-05-29,"ZRH","LHR",208.9,1,1,6,208.9,0,0
"LX316",2016-06-23,2016-05-30,"ZRH","LHR",208.9,1,1,6,208.9,0,0
"LX316",2016-06-23,2016-05-31,"ZRH","LHR",208.4,0.997606510292006,0.997606510292006,5,208.4,-1,-1
"LX316",2016-06-23,2016-06-01,"ZRH","LHR",190.42,0.913723608445297,0.911536620392532,3,190.42,-1,-1
"LX316",2016-06-23,2016-06-02,"ZRH","LHR",175.92,0.923852536498267,0.842125418860699,2,175.92,-1,-1
"LX316",2016-06-23,2016-06-03,"ZRH","LHR",208.4,1.18462937698954,0.997606510292006,5,175.92,1,-1
"LX316",2016-06-23,2016-06-04,"ZRH","LHR",175.52,0.842226487523992,0.840210627094303,1,175.52,-1,-1
"LX316",2016-06-23,2016-06-05,"ZRH","LHR",175.52,1,0.840210627094303,1,175.52,0,-1
"LX316",2016-06-23,2016-06-06,"ZRH","LHR",175.52,1,0.840210627094303,1,175.52,0,-1
"LX316",2016-06-23,2016-06-07,"ZRH","LHR",175.92,1.00227894257065,0.842125418860699,2,175.52,1,-1
"LX316",2016-06-23,2016-06-08,"ZRH","LHR",175.92,1,0.842125418860699,2,175.52,0,-1
"LX316",2016-06-23,2016-06-09,"ZRH","LHR",175.52,0.997726239199636,0.840210627094303,1,175.52,-1,-1
"LX316",2016-06-23,2016-06-10,"ZRH","LHR",175.52,1,0.840210627094303,1,175.52,0,-1
"LX316",2016-06-23,2016-06-11,"ZRH","LHR",175.52,1,0.840210627094303,1,175.52,0,-1
"LX316",2016-06-23,2016-06-12,"ZRH","LHR",175.52,1,0.840210627094303,1,175.52,0,-1
"LX316",2016-06-23,2016-06-13,"ZRH","LHR",175.52,1,0.840210627094303,1,175.52,0,-1
"LX316",2016-06-23,2016-06-14,"ZRH","LHR",175.52,1,0.840210627094303,1,175.52,0,-1
"LX316",2016-06-23,2016-06-15,"ZRH","LHR",175.92,1.00227894257065,0.842125418860699,2,175.52,1,-1
"LX316",2016-06-23,2016-06-16,"ZRH","LHR",195,1.10845839017735,0.93346098611776,4,175.52,1,-1
"LX316",2016-06-23,2016-06-17,"ZRH","LHR",208.4,1.06871794871795,0.997606510292006,5,175.52,1,-1
"LX316",2016-06-23,2016-06-18,"ZRH","LHR",215.62,1.03464491362764,1.03216850167544,8,175.52,1,1
"LX316",2016-06-23,2016-06-19,"ZRH","LHR",213.3,0.989240330210556,1.02106270943035,7,175.52,-1,1
"LX316",2016-06-23,2016-06-20,"ZRH","LHR",237.4,1.11298640412564,1.13642891335567,9,175.52,1,1
"LX316",2016-06-23,2016-06-21,"ZRH","LHR",239.3,1.00800336983993,1.14552417424605,10,175.52,1,1
"LX316",2016-06-23,2016-06-22,"ZRH","LHR",250.07,1.04500626828249,1.19707994255625,11,175.52,1,1
"LX316",2016-06-24,2016-05-27,"ZRH","LHR",208.9,1,1,4,208.9,0,0
"LX316",2016-06-24,2016-05-28,"ZRH","LHR",190.8,0.913355672570608,0.913355672570608,2,190.8,-1,-1
"LX316",2016-06-24,2016-05-29,"ZRH","LHR",208.9,1.09486373165618,1,4,190.8,1,0
"LX316",2016-06-24,2016-05-30,"ZRH","LHR",179.3,0.85830540928674,0.85830540928674,1,179.3,-1,-1
"LX316",2016-06-24,2016-05-31,"ZRH","LHR",208.4,1.16229782487451,0.997606510292006,3,179.3,1,-1
"LX316",2016-06-24,2016-06-01,"ZRH","LHR",208.4,1,0.997606510292006,3,179.3,0,-1
"LX316",2016-06-24,2016-06-02,"ZRH","LHR",208.4,1,0.997606510292006,3,179.3,0,-1
"LX316",2016-06-24,2016-06-03,"ZRH","LHR",213.3,1.02351247600768,1.02106270943035,5,179.3,1,1
"LX316",2016-06-24,2016-06-04,"ZRH","LHR",213.3,1,1.02106270943035,5,179.3,0,1
"LX316",2016-06-24,2016-06-05,"ZRH","LHR",213.3,1,1.02106270943035,5,179.3,0,1
"LX316",2016-06-24,2016-06-06,"ZRH","LHR",213.3,1,1.02106270943035,5,179.3,0,1
"LX316",2016-06-24,2016-06-07,"ZRH","LHR",213.3,1,1.02106270943035,5,179.3,0,1
"LX316",2016-06-24,2016-06-08,"ZRH","LHR",220.33,1.03295827473043,1.05471517472475,6,179.3,1,1
"LX316",2016-06-24,2016-06-09,"ZRH","LHR",231.67,1.0514682521672,1.10899952130206,7,179.3,1,1
"LX316",2016-06-24,2016-06-10,"ZRH","LHR",237.4,1.02473345707256,1.13642891335567,8,179.3,1,1
"LX316",2016-06-24,2016-06-11,"ZRH","LHR",237.4,1,1.13642891335567,8,179.3,0,1
"LX316",2016-06-24,2016-06-12,"ZRH","LHR",237.4,1,1.13642891335567,8,179.3,0,1
"LX316",2016-06-24,2016-06-13,"ZRH","LHR",237.4,1,1.13642891335567,8,179.3,0,1
"LX316",2016-06-24,2016-06-14,"ZRH","LHR",237.4,1,1.13642891335567,8,179.3,0,1
"LX316",2016-06-24,2016-06-15,"ZRH","LHR",237.4,1,1.13642891335567,8,179.3,0,1
"LX316",2016-06-24,2016-06-16,"ZRH","LHR",237.4,1,1.13642891335567,8,179.3,0,1
"LX316",2016-06-24,2016-06-17,"ZRH","LHR",243.3,1.02485256950295,1.16467209191,9,179.3,1,1
"LX316",2016-06-24,2016-06-18,"ZRH","LHR",254.74,1.04702013974517,1.21943513642891,10,179.3,1,1
"LX316",2016-06-24,2016-06-19,"ZRH","LHR",256.71,1.00773337520609,1.22886548587841,11,179.3,1,1
"LX316",2016-06-24,2016-06-20,"ZRH","LHR",256.71,1,1.22886548587841,11,179.3,0,1
"LX316",2016-06-24,2016-06-21,"ZRH","LHR",263.3,1.02567099061197,1.26041168022978,12,179.3,1,1
"LX316",2016-06-24,2016-06-22,"ZRH","LHR",256.71,0.974971515381694,1.22886548587841,11,179.3,-1,1
"LX316",2016-06-24,2016-06-23,"ZRH","LHR",256.71,1,1.22886548587841,11,179.3,0,1
"LX316",2016-06-25,2016-05-28,"ZRH","LHR",208.9,1,1,11,208.9,0,0
"LX316",2016-06-25,2016-05-29,"ZRH","LHR",208.9,1,1,11,208.9,0,0
"LX316",2016-06-25,2016-05-30,"ZRH","LHR",208.9,1,1,11,208.9,0,0
"LX316",2016-06-25,2016-05-31,"ZRH","LHR",208.9,1,1,11,208.9,0,0
"LX316",2016-06-25,2016-06-01,"ZRH","LHR",208.4,0.997606510292006,0.997606510292006,10,208.4,-1,-1
"LX316",2016-06-25,2016-06-02,"ZRH","LHR",208.4,1,0.997606510292006,10,208.4,0,-1
"LX316",2016-06-25,2016-06-03,"ZRH","LHR",208.4,1,0.997606510292006,10,208.4,0,-1
"LX316",2016-06-25,2016-06-04,"ZRH","LHR",208.4,1,0.997606510292006,10,208.4,0,-1
"LX316",2016-06-25,2016-06-05,"ZRH","LHR",208.4,1,0.997606510292006,10,208.4,0,-1
"LX316",2016-06-25,2016-06-06,"ZRH","LHR",208.4,1,0.997606510292006,10,208.4,0,-1
"LX316",2016-06-25,2016-06-07,"ZRH","LHR",158.58,0.760940499040307,0.759119195787458,7,158.58,-1,-1
"LX316",2016-06-25,2016-06-08,"ZRH","LHR",208.4,1.31416319838567,0.997606510292006,10,158.58,1,-1
"LX316",2016-06-25,2016-06-09,"ZRH","LHR",208.4,1,0.997606510292006,10,158.58,0,-1
"LX316",2016-06-25,2016-06-10,"ZRH","LHR",208.4,1,0.997606510292006,10,158.58,0,-1
"LX316",2016-06-25,2016-06-11,"ZRH","LHR",208.4,1,0.997606510292006,10,158.58,0,-1
"LX316",2016-06-25,2016-06-12,"ZRH","LHR",208.4,1,0.997606510292006,10,158.58,0,-1
"LX316",2016-06-25,2016-06-13,"ZRH","LHR",179.3,0.860364683301344,0.85830540928674,9,158.58,-1,-1
"LX316",2016-06-25,2016-06-14,"ZRH","LHR",154.51,0.861740100390407,0.739636189564385,6,154.51,-1,-1
"LX316",2016-06-25,2016-06-15,"ZRH","LHR",152.63,0.987832502750631,0.730636668262326,5,152.63,-1,-1
"LX316",2016-06-25,2016-06-16,"ZRH","LHR",152.28,0.997706872829719,0.72896122546673,3,152.28,-1,-1
"LX316",2016-06-25,2016-06-17,"ZRH","LHR",111,0.728920409771474,0.531354715174725,1,111,-1,-1
"LX316",2016-06-25,2016-06-18,"ZRH","LHR",111,1,0.531354715174725,1,111,0,-1
"LX316",2016-06-25,2016-06-19,"ZRH","LHR",111,1,0.531354715174725,1,111,0,-1
"LX316",2016-06-25,2016-06-20,"ZRH","LHR",122.19,1.10081081081081,0.584921014839636,2,111,1,-1
"LX316",2016-06-25,2016-06-21,"ZRH","LHR",152.35,1.24682870938702,0.72929631402585,4,111,1,-1
"LX316",2016-06-25,2016-06-22,"ZRH","LHR",175.52,1.15208401706597,0.840210627094303,8,111,1,-1
"LX316",2016-06-25,2016-06-23,"ZRH","LHR",175.52,1,0.840210627094303,8,111,0,-1
"LX316",2016-06-25,2016-06-24,"ZRH","LHR",208.4,1.1873290793072,0.997606510292006,10,111,1,-1
"LX316",2016-06-26,2016-05-29,"ZRH","LHR",237.98,1,1,10,237.98,0,0
"LX316",2016-06-26,2016-05-30,"ZRH","LHR",237.98,1,1,10,237.98,0,0
"LX316",2016-06-26,2016-05-31,"ZRH","LHR",237.98,1,1,10,237.98,0,0
"LX316",2016-06-26,2016-06-01,"ZRH","LHR",208.4,0.875703840658879,0.875703840658879,9,208.4,-1,-1
"LX316",2016-06-26,2016-06-02,"ZRH","LHR",208.4,1,0.875703840658879,9,208.4,0,-1
"LX316",2016-06-26,2016-06-03,"ZRH","LHR",208.4,1,0.875703840658879,9,208.4,0,-1
"LX316",2016-06-26,2016-06-04,"ZRH","LHR",208.4,1,0.875703840658879,9,208.4,0,-1
"LX316",2016-06-26,2016-06-05,"ZRH","LHR",208.4,1,0.875703840658879,9,208.4,0,-1
"LX316",2016-06-26,2016-06-06,"ZRH","LHR",208.4,1,0.875703840658879,9,208.4,0,-1
"LX316",2016-06-26,2016-06-07,"ZRH","LHR",208.4,1,0.875703840658879,9,208.4,0,-1
"LX316",2016-06-26,2016-06-08,"ZRH","LHR",208.4,1,0.875703840658879,9,208.4,0,-1
"LX316",2016-06-26,2016-06-09,"ZRH","LHR",208.4,1,0.875703840658879,9,208.4,0,-1
"LX316",2016-06-26,2016-06-10,"ZRH","LHR",208.4,1,0.875703840658879,9,208.4,0,-1
"LX316",2016-06-26,2016-06-11,"ZRH","LHR",208.4,1,0.875703840658879,9,208.4,0,-1
"LX316",2016-06-26,2016-06-12,"ZRH","LHR",208.4,1,0.875703840658879,9,208.4,0,-1
"LX316",2016-06-26,2016-06-13,"ZRH","LHR",208.4,1,0.875703840658879,9,208.4,0,-1
"LX316",2016-06-26,2016-06-14,"ZRH","LHR",208.4,1,0.875703840658879,9,208.4,0,-1
"LX316",2016-06-26,2016-06-15,"ZRH","LHR",175.52,0.842226487523992,0.737540969829398,7,175.52,-1,-1
"LX316",2016-06-26,2016-06-16,"ZRH","LHR",152.63,0.869587511394713,0.641356416505589,5,152.63,-1,-1
"LX316",2016-06-26,2016-06-17,"ZRH","LHR",152.28,0.997706872829719,0.639885704681066,3,152.28,-1,-1
"LX316",2016-06-26,2016-06-18,"ZRH","LHR",111,0.728920409771474,0.466425750063031,1,111,-1,-1
"LX316",2016-06-26,2016-06-19,"ZRH","LHR",111,1,0.466425750063031,1,111,0,-1
"LX316",2016-06-26,2016-06-20,"ZRH","LHR",152.28,1.37189189189189,0.639885704681066,3,111,1,-1
"LX316",2016-06-26,2016-06-21,"ZRH","LHR",152.33,1.00032834252692,0.640095806370283,4,111,1,-1
"LX316",2016-06-26,2016-06-22,"ZRH","LHR",151.95,0.997505415873433,0.63849903353223,2,111,-1,-1
"LX316",2016-06-26,2016-06-23,"ZRH","LHR",153.83,1.01237249095097,0.646398857046811,6,111,1,-1
"LX316",2016-06-26,2016-06-24,"ZRH","LHR",175.52,1.14099980497952,0.737540969829398,7,111,1,-1
"LX316",2016-06-26,2016-06-25,"ZRH","LHR",183.17,1.04358477666363,0.769686528279687,8,111,1,-1
"LX316",2016-06-27,2016-05-30,"ZRH","LHR",257.36,1,1,2,257.36,0,0
"LX316",2016-06-27,2016-05-31,"ZRH","LHR",256.71,0.99747435498912,0.99747435498912,1,256.71,-1,-1
"LX316",2016-06-27,2016-06-01,"ZRH","LHR",256.71,1,0.99747435498912,1,256.71,0,-1
"LX316",2016-06-27,2016-06-02,"ZRH","LHR",256.71,1,0.99747435498912,1,256.71,0,-1
"LX316",2016-06-27,2016-06-03,"ZRH","LHR",256.71,1,0.99747435498912,1,256.71,0,-1
"LX316",2016-06-27,2016-06-04,"ZRH","LHR",256.71,1,0.99747435498912,1,256.71,0,-1
"LX316",2016-06-27,2016-06-05,"ZRH","LHR",256.71,1,0.99747435498912,1,256.71,0,-1
"LX316",2016-06-27,2016-06-06,"ZRH","LHR",256.71,1,0.99747435498912,1,256.71,0,-1
"LX316",2016-06-27,2016-06-07,"ZRH","LHR",256.71,1,0.99747435498912,1,256.71,0,-1
"LX316",2016-06-27,2016-06-08,"ZRH","LHR",256.71,1,0.99747435498912,1,256.71,0,-1
"LX316",2016-06-27,2016-06-09,"ZRH","LHR",256.71,1,0.99747435498912,1,256.71,0,-1
"LX316",2016-06-27,2016-06-10,"ZRH","LHR",256.71,1,0.99747435498912,1,256.71,0,-1
"LX316",2016-06-27,2016-06-11,"ZRH","LHR",256.71,1,0.99747435498912,1,256.71,0,-1
"LX316",2016-06-27,2016-06-12,"ZRH","LHR",256.71,1,0.99747435498912,1,256.71,0,-1
"LX316",2016-06-27,2016-06-13,"ZRH","LHR",256.71,1,0.99747435498912,1,256.71,0,-1
"LX316",2016-06-27,2016-06-14,"ZRH","LHR",256.71,1,0.99747435498912,1,256.71,0,-1
"LX316",2016-06-27,2016-06-15,"ZRH","LHR",304.01,1.18425460636516,1.18126359962698,5,256.71,1,1
"LX316",2016-06-27,2016-06-16,"ZRH","LHR",304.01,1,1.18126359962698,5,256.71,0,1
"LX316",2016-06-27,2016-06-17,"ZRH","LHR",304.01,1,1.18126359962698,5,256.71,0,1
"LX316",2016-06-27,2016-06-18,"ZRH","LHR",304.01,1,1.18126359962698,5,256.71,0,1
"LX316",2016-06-27,2016-06-19,"ZRH","LHR",263.3,0.866089931252262,1.02308050979173,4,256.71,-1,1
"LX316",2016-06-27,2016-06-20,"ZRH","LHR",257.36,0.977440182301557,1,2,256.71,-1,0
"LX316",2016-06-27,2016-06-21,"ZRH","LHR",259.08,1.00668324525956,1.00668324525956,3,256.71,1,1
"LX316",2016-06-27,2016-06-22,"ZRH","LHR",304.79,1.17643199011888,1.18429437364004,6,256.71,1,1
"LX316",2016-06-27,2016-06-23,"ZRH","LHR",311.3,1.02135896847009,1.20958967982592,7,256.71,1,1
"LX316",2016-06-27,2016-06-24,"ZRH","LHR",534.35,1.71651140379056,2.07627447932857,9,256.71,1,1
"LX316",2016-06-27,2016-06-25,"ZRH","LHR",527.49,0.987161972489941,2.04961921044451,8,256.71,-1,1
"LX316",2016-06-27,2016-06-26,"ZRH","LHR",527.49,1,2.04961921044451,8,256.71,0,1
"LX316",2016-06-28,2016-05-31,"ZRH","LHR",175.92,1,1,5,175.92,0,0
"LX316",2016-06-28,2016-06-01,"ZRH","LHR",175.52,0.997726239199636,0.997726239199636,4,175.52,-1,-1
"LX316",2016-06-28,2016-06-02,"ZRH","LHR",178.01,1.01418641750228,1.0118804001819,6,175.52,1,1
"LX316",2016-06-28,2016-06-03,"ZRH","LHR",208.4,1.1707207460255,1.18462937698954,10,175.52,1,1
"LX316",2016-06-28,2016-06-04,"ZRH","LHR",201.83,0.968474088291747,1.14728285584357,9,175.52,-1,1
"LX316",2016-06-28,2016-06-05,"ZRH","LHR",178.01,0.881979884060843,1.0118804001819,6,175.52,-1,1
"LX316",2016-06-28,2016-06-06,"ZRH","LHR",175.92,0.98825908656817,1,5,175.52,-1,0
"LX316",2016-06-28,2016-06-07,"ZRH","LHR",152.63,0.867610277398818,0.867610277398818,1,152.63,-1,-1
"LX316",2016-06-28,2016-06-08,"ZRH","LHR",153.86,1.00805870405556,0.874602091859936,2,152.63,1,-1
"LX316",2016-06-28,2016-06-09,"ZRH","LHR",155.3,1.00935915767581,0.882787630741246,3,152.63,1,-1
"LX316",2016-06-28,2016-06-10,"ZRH","LHR",208.4,1.34191886670959,1.18462937698954,10,152.63,1,1
"LX316",2016-06-28,2016-06-11,"ZRH","LHR",208.4,1,1.18462937698954,10,152.63,0,1
"LX316",2016-06-28,2016-06-12,"ZRH","LHR",208.4,1,1.18462937698954,10,152.63,0,1
"LX316",2016-06-28,2016-06-13,"ZRH","LHR",175.92,0.844145873320537,1,5,152.63,-1,0
